user id,item id,rating,previous rating,time delta
200,802,4,4,1
200,29,4,4,55
200,768,4,4,52
200,665,4,3,29
200,560,4,4,34
200,231,4,4,24
200,771,4,5,42
200,132,5,4,38
200,866,4,3,32
200,1034,3,2,80
200,982,2,4,24
200,743,3,2,18
200,931,3,3,20
210,58,4,5,75
210,662,2,4,44
210,832,3,4,43
210,153,5,4,33
210,517,4,4,1
210,4,4,4,36
210,523,4,5,29
210,210,5,4,36
210,70,4,4,57
210,274,5,4,87
210,257,5,2,39
210,290,4,4,24
210,235,3,4,29
210,926,2,3,67
210,50,5,3,83
210,1,5,5,38
210,181,5,5,30
210,127,5,5,83
210,65,4,5,75
210,708,5,4,86
210,301,4,5,18
210,568,4,4,88
210,187,5,4,57
210,174,5,3,28
210,134,5,5,25
210,651,4,4,70
210,28,4,4,35
210,172,5,4,29
210,403,4,5,61
210,79,4,3,29
210,205,4,5,41
210,179,3,5,36
210,97,5,5,25
210,483,5,5,28
210,96,4,4,134
210,404,5,4,123
210,692,4,5,57
210,956,3,5,104
210,200,5,4,42
210,234,4,5,68
210,465,4,4,23
210,160,4,5,39
210,121,4,4,34
210,443,4,5,149
210,953,3,4,1
210,654,5,3,71
210,447,5,4,28
210,419,4,3,47
210,44,3,4,32
210,679,3,3,38
210,751,4,5,26
210,393,3,5,67
210,629,3,3,24
210,502,3,3,37
210,49,3,4,62
210,94,4,3,65
210,72,3,4,129
210,105,3,3,21
224,751,3,4,70
224,328,4,3,34
224,322,2,4,37
224,325,1,3,32
224,326,4,1,26
224,321,2,3,35
224,687,2,2,1
224,873,2,2,52
224,678,3,4,31
224,893,3,2,73
224,178,4,3,118
224,526,4,3,27
224,193,4,4,57
224,318,5,5,32
224,215,4,3,28
224,1119,3,3,22
224,528,3,3,24
224,727,4,3,24
224,282,4,4,23
224,470,4,4,37
224,1045,2,3,24
224,196,4,3,103
224,423,4,4,49
224,15,4,5,30
224,744,1,4,35
224,135,1,3,25
224,660,4,5,32
224,126,3,4,1
224,222,4,3,25
224,378,4,1,46
224,277,3,4,37
224,658,1,3,28
224,731,4,4,32
224,518,1,4,34
224,556,1,4,36
224,157,4,3,29
224,149,1,3,28
224,686,4,1,31
224,949,3,4,27
224,620,3,1,28
224,276,3,3,31
224,26,3,3,36
224,392,4,2,1
224,729,3,2,34
224,1058,3,1,31
224,977,2,1,62
224,54,3,3,32
224,980,1,3,40
224,553,4,3,40
224,43,3,1,63
224,51,4,3,1
224,715,1,3,30
224,107,3,1,35
224,1381,3,1,35
303,269,5,5,32
303,259,3,4,28
303,268,5,4,50
303,334,3,3,18
303,264,3,3,30
303,948,2,2,35
303,358,2,1,42
303,100,5,3,129
303,87,3,5,1
303,1039,5,5,36
303,435,5,4,34
303,56,5,4,24
303,98,5,4,25
303,216,5,5,32
303,187,5,5,27
303,194,5,4,25
303,693,4,4,29
303,483,5,5,24
303,17,4,4,35
303,50,5,4,36
303,773,4,5,25
303,421,4,4,29
303,109,4,5,26
303,475,4,4,24
303,1073,4,5,1
303,93,5,3,32
303,11,4,5,37
303,55,4,4,33
303,1286,4,5,52
303,65,4,4,23
303,7,4,5,49
303,69,5,4,28
303,201,5,4,31
303,381,4,5,1
303,550,3,4,33
303,716,2,2,1
303,203,5,3,30
303,46,3,4,36
303,939,3,3,33
303,943,2,4,76
303,147,4,4,1
303,276,4,4,79
303,134,5,4,23
303,25,4,5,26
303,591,4,3,35
303,1199,3,5,41
303,123,4,4,26
303,416,3,5,30
303,673,4,3,71
303,152,4,4,24
303,26,4,3,33
303,720,2,3,68
303,568,4,4,39
303,200,4,4,45
303,1222,3,5,54
303,739,5,3,34
303,582,4,4,161
303,91,5,4,18
303,230,3,4,1
303,735,4,4,32
303,655,5,4,1
303,631,4,3,49
303,143,4,4,63
303,411,4,4,122
303,477,3,4,25
303,780,5,3,73
303,650,5,1,40
303,21,2,4,26
303,155,3,3,155
303,542,2,4,35
303,1011,2,4,69
303,63,1,2,45
303,1218,4,2,23
303,867,3,4,23
303,502,4,2,48
303,715,4,2,20
303,5,2,2,34
303,1021,4,3,55
303,792,5,4,1
303,159,3,4,51
303,396,4,2,42
303,1153,3,4,28
303,73,3,2,19
303,1232,3,4,30
303,501,4,3,33
303,953,3,1,35
303,1335,3,2,32
303,122,4,2,18
303,685,1,4,23
303,473,4,1,22
303,29,2,4,23
303,384,3,1,31
303,3,3,3,19
303,287,4,3,19
303,402,4,3,29
303,1047,2,4,27
303,1273,2,2,1
303,231,4,2,14
303,763,4,3,1
303,800,3,4,33
303,576,3,5,16
303,1041,2,4,32
303,815,3,3,25
303,379,4,3,14
303,928,3,4,43
303,765,3,3,19
303,118,2,3,15
303,940,2,2,36
303,1090,1,1,1
303,869,2,5,17
303,700,3,2,15
303,391,1,3,29
303,1337,1,1,23
303,926,2,1,44
303,1040,1,2,30
303,401,3,3,119
303,281,3,3,166
303,779,1,3,43
303,1228,2,1,41
303,809,2,2,65
303,145,1,2,49
303,460,4,1,27
303,376,2,4,17
303,801,1,2,62
303,1157,2,1,32
303,412,3,1,45
303,1210,1,2,17
303,106,2,1,23
303,1110,1,1,108
303,158,3,1,20
303,840,2,3,29
303,1239,1,3,32
303,1209,2,1,1
303,670,2,2,41
303,1407,1,2,1
303,395,2,1,17
303,120,2,4,19
303,1508,1,2,31
303,364,2,2,23
303,574,1,1,31
303,575,4,3,35
303,452,2,2,38
303,368,1,2,64
303,390,3,3,25
303,450,3,1,1
303,293,4,1,80
303,255,4,5,1
303,251,4,4,17
303,257,4,4,25
303,993,2,4,18
303,1014,3,5,12
303,298,4,3,19
303,1160,2,4,22
303,1142,4,2,30
303,248,2,4,21
303,250,4,1,31
303,1226,4,4,1
303,1016,3,4,14
303,249,4,3,12
303,1258,2,4,17
303,252,3,2,35
303,1511,3,3,52
303,1013,1,3,17
303,1023,2,1,38
303,687,1,2,25
303,678,1,1,23
303,1089,1,2,32
122,511,5,5,121
122,191,5,4,44
122,519,4,5,1
122,427,3,4,36
122,510,4,3,162
122,11,1,4,97
122,86,5,4,34
122,792,3,5,1
122,197,5,5,23
122,509,4,5,29
122,464,5,3,30
122,46,5,5,26
122,660,3,5,38
122,215,4,5,32
122,724,4,2,1
122,382,3,5,34
122,553,3,2,30
122,1267,4,5,28
122,727,4,4,44
122,956,4,3,1
122,470,3,4,27
122,1168,4,4,1
194,991,2,4,1
194,187,4,4,70
194,357,4,5,103
194,526,4,3,96
194,419,2,4,1
194,192,5,4,86
194,89,3,3,74
194,208,3,5,1
194,210,3,4,67
194,4,4,4,1
194,488,3,4,1
194,69,4,4,64
194,523,5,3,1
194,317,4,5,61
194,8,3,3,62
194,209,3,4,80
194,559,2,5,1
194,198,3,2,84
194,509,3,3,64
194,188,4,3,73
194,28,5,3,84
194,503,4,4,97
194,58,4,4,1
194,443,3,3,187
194,616,3,3,139
194,402,3,4,1
194,693,4,2,1
194,71,4,4,75
194,62,2,3,111
194,99,3,2,64
194,1045,2,2,1
194,735,4,2,74
194,193,4,4,72
194,218,4,3,102
194,417,2,3,71
194,366,2,2,66
194,54,3,3,115
194,739,3,2,117
194,66,3,3,1
194,77,3,3,157
194,465,3,3,92
194,371,3,2,70
194,783,2,2,140
194,1112,3,2,134
194,94,3,2,1
194,576,2,2,114
194,376,2,3,184
194,78,1,1,1
194,237,3,3,61
194,222,1,3,1
194,15,4,1,167
194,118,3,4,102
194,864,2,4,76
194,274,2,3,180
194,235,2,2,195
194,546,3,1,64
194,604,3,3,193
194,631,2,3,53
194,837,4,2,120
194,153,3,4,52
194,744,3,4,98
194,157,4,3,54
194,423,3,2,95
194,736,2,3,1
194,501,3,2,197
194,756,1,4,106
194,167,2,3,1
194,152,3,2,96
194,1412,2,3,72
194,944,2,2,78
194,941,2,3,168
194,90,3,2,179
194,1058,2,3,82
194,636,2,2,140
194,720,2,2,152
194,997,3,2,105
194,72,3,2,112
194,1066,3,1,52
194,871,2,2,150
194,540,1,1,53
194,450,1,1,51
194,712,3,1,146
194,1408,1,3,120
291,325,4,2,33
291,237,4,4,58
291,475,5,4,31
291,147,4,5,69
291,844,5,4,36
291,50,5,5,56
291,1012,4,2,32
291,249,4,5,1
291,742,3,4,34
291,985,3,3,26
291,123,4,4,22
291,293,5,4,65
291,284,4,5,19
291,273,3,4,18
291,240,4,3,21
291,285,4,4,20
291,1016,4,4,39
291,756,3,3,21
291,1017,4,2,33
291,3,3,4,25
291,824,4,3,26
291,825,4,1,21
291,290,4,4,18
291,1277,4,4,18
291,977,2,4,17
291,236,4,2,57
291,975,2,4,18
291,1047,2,2,19
291,1215,1,3,19
291,411,4,1,36
291,460,5,3,18
291,122,3,5,35
291,829,2,3,19
291,1376,3,2,15
291,1059,4,3,22
291,834,3,4,13
291,369,3,3,30
291,928,2,3,1
291,246,5,2,92
291,943,4,5,34
291,31,4,4,33
291,218,4,5,31
291,53,5,4,28
291,33,4,3,23
291,1083,3,4,1
291,572,3,3,30
291,1077,4,4,19
291,11,4,4,61
291,4,4,3,38
291,144,5,4,29
291,89,3,4,25
291,385,4,4,25
291,686,5,4,24
291,184,4,4,33
291,550,4,4,20
291,1239,2,1,37
291,672,3,4,1
291,558,4,5,16
291,670,5,4,28
291,551,2,5,38
291,223,5,3,60
291,175,2,5,54
291,64,5,2,28
291,735,4,5,33
291,69,5,4,49
291,772,4,4,23
291,423,4,4,41
291,941,4,5,29
291,427,4,4,20
291,715,5,4,23
291,569,3,5,198
291,655,4,3,49
291,1505,4,1,18
291,375,1,4,144
291,631,5,4,37
291,402,4,5,19
291,1206,3,4,53
291,365,3,3,19
291,1478,2,3,15
291,798,4,2,70
291,238,5,3,65
291,66,4,4,95
291,158,2,4,23
291,393,3,2,27
291,785,4,3,73
291,1098,4,4,22
291,80,4,4,24
291,722,4,4,106
291,210,5,4,31
291,376,3,5,43
291,571,2,4,46
291,780,5,2,28
291,364,3,1,30
291,998,1,2,29
291,1305,3,1,38
291,140,4,2,121
291,1078,4,4,33
291,143,3,4,1
291,417,4,4,37
291,501,4,4,109
291,820,4,4,25
291,101,4,4,73
291,1219,4,4,23
291,97,4,4,43
291,747,4,4,26
291,794,4,4,44
291,421,4,3,18
291,155,3,4,19
291,159,4,2,56
291,1248,4,4,146
291,1210,4,2,22
291,769,1,1,17
291,582,4,1,47
234,286,3,4,53
234,321,2,3,79
234,751,2,2,1
234,304,3,2,164
234,300,3,3,36
234,259,2,2,59
234,294,3,2,29
234,749,3,3,34
234,289,4,4,30
234,329,2,4,71
234,984,2,2,44
234,873,3,2,41
234,887,3,1,71
234,14,3,4,41
234,93,3,3,41
234,7,2,2,42
234,283,3,2,1
234,546,1,2,37
234,596,2,2,128
234,929,1,4,120
234,276,3,2,97
234,675,4,3,45
234,1330,3,5,1
234,488,4,3,43
234,504,4,5,61
234,844,2,4,36
234,154,3,4,38
234,659,3,2,55
234,498,5,3,39
234,494,4,4,96
234,178,5,3,53
234,195,2,4,46
234,64,4,3,47
234,481,5,5,36
234,521,3,2,1
234,612,3,3,63
234,213,3,3,50
234,1184,2,3,47
234,205,3,3,51
234,236,3,2,48
234,709,4,3,1
234,181,3,4,36
234,921,4,3,61
234,727,3,2,41
234,491,4,4,63
234,204,2,4,32
234,95,3,2,72
234,215,3,4,33
234,135,4,4,47
234,490,4,4,34
234,462,4,3,37
234,1203,4,4,70
234,208,4,4,35
234,111,3,5,58
234,506,4,3,47
234,1455,2,2,51
234,210,3,5,43
234,503,2,3,37
234,1021,4,4,82
234,170,5,2,33
234,404,4,2,32
234,1200,3,3,35
234,77,3,3,25
234,290,3,3,61
234,842,4,2,65
234,443,3,3,34
234,479,5,3,28
234,499,4,2,34
234,1003,2,4,78
234,5,3,2,71
