user_id,previous rating,rating,rating delta,prev rating time,rating time,time delta,previous movie id,movie id,movie average
186,4,2,-2,879023894,879023934,40,385,237,3.7315436241610738
186,2,3,1,879023934,879023968,34,237,934,3.0294117647058822
186,3,4,1,879023968,879023985,17,934,550,3.272727272727273
186,4,4,0,879023985,879024014,29,550,540,2.4615384615384617
186,4,3,-1,879024014,879024099,85,540,294,3.1052631578947367
186,3,3,0,879024099,879024212,113,294,1033,3.0
186,3,2,-1,879024212,879024345,133,1033,820,3.0444444444444443
186,2,3,1,879024345,879024346,1,820,1336,1.75
186,3,4,1,879024346,879024459,113,1336,596,3.180327868852459
186,4,3,-1,879024459,879720962,696503,596,299,3.0
186,3,3,0,879720962,891717742,11996780,299,302,4.133333333333334
186,3,4,1,891717742,891717761,19,302,887,3.5789473684210527
186,4,4,0,891717761,891718038,277,887,330,2.625
186,4,3,-1,891718038,891718820,782,330,333,3.546666666666667
186,3,4,1,891718820,891719775,955,333,988,2.5555555555555554
186,4,5,1,891719775,891719859,84,988,98,4.240875912408759
22,1,1,0,878886262,878886307,45,294,683,2.176470588235294
22,1,3,2,878886307,878886333,26,683,1000,3.3333333333333335
22,3,5,2,878886333,878886368,35,1000,186,3.905263157894737
22,5,4,-1,878886368,878886423,55,186,154,3.6031746031746033
22,4,4,0,878886423,878886449,26,154,201,3.75
22,4,4,0,878886449,878886480,31,201,692,3.56
22,4,5,1,878886480,878886517,37,692,168,4.0476190476190474
22,5,4,-1,878886517,878886518,1,168,209,3.8275862068965516
22,4,5,1,878886518,878886571,53,209,4,3.5538461538461537
22,5,5,0,878886571,878886607,36,4,208,3.8125
22,5,4,-1,878886607,878886647,40,208,792,3.793103448275862
22,4,4,0,878886647,878886682,35,792,216,3.8454545454545452
22,4,4,0,878886682,878886710,28,216,109,3.282608695652174
22,4,4,0,878886710,878886750,40,109,21,2.9210526315789473
22,4,4,0,878886750,878886902,152,21,999,2.75
22,4,5,1,878886902,878886989,87,999,85,3.3157894736842106
22,5,3,-2,878886989,878887023,34,85,167,2.8181818181818183
22,3,1,-2,878887023,878887062,39,167,926,2.7857142857142856
22,1,3,2,878887062,878887112,50,926,376,2.9166666666666665
22,3,1,-2,878887112,878887116,4,376,377,1.75
22,1,4,3,878887116,878887157,41,377,399,3.317073170731707
22,4,1,-3,878887157,878887158,1,399,996,2.1666666666666665
22,1,4,3,878887158,878887186,28,996,712,3.0434782608695654
22,4,1,-3,878887186,878887347,161,712,105,2.6176470588235294
22,1,3,2,878887347,878887413,66,105,384,2.7941176470588234
22,3,5,2,878887413,878887443,30,384,358,2.6551724137931036
22,5,1,-4,878887443,878887476,33,358,687,2.1481481481481484
22,1,1,0,878887476,878887553,77,687,948,2.2962962962962963
22,1,5,4,878887553,878887810,257,948,403,3.298507462686567
22,5,4,-1,878887810,878887869,59,403,117,3.689189189189189
22,4,2,-2,878887869,878887983,114,117,231,2.938775510204082
22,2,3,1,878887983,878888025,42,231,241,3.5625
22,3,4,1,878888025,878888026,1,241,230,3.3518518518518516
22,4,3,-1,878888026,878888066,40,230,233,3.323529411764706
22,3,4,1,878888066,878888067,1,233,227,3.169811320754717
22,4,3,-1,878888067,878888106,39,227,636,3.4146341463414633
22,3,4,1,878888106,878888145,39,636,226,3.378787878787879
22,4,1,-3,878888145,878888228,83,226,29,2.5714285714285716
22,1,5,4,878888228,878888251,23,29,250,3.4698795180722892
244,4,4,0,880601905,880601937,32,324,772,3.3333333333333335
244,4,5,1,880601937,880602002,65,772,856,4.142857142857143
244,5,5,0,880602002,880602031,29,856,721,3.4583333333333335
244,5,5,0,880602031,880602058,27,721,42,3.893617021276596
244,5,5,0,880602058,880602083,25,42,317,3.774193548387097
244,5,5,0,880602083,880602132,49,317,1045,3.2
244,5,5,0,880602132,880602170,38,1045,68,3.5714285714285716
244,5,5,0,880602170,880602210,40,68,89,3.9615384615384617
244,5,1,-4,880602210,880602264,54,89,226,3.378787878787879
244,1,5,4,880602264,880602334,70,226,237,3.7315436241610738
244,5,4,-1,880602334,880602478,144,237,92,3.7142857142857144
244,4,4,0,880602478,880602517,39,92,156,4.017857142857143
244,4,4,0,880602517,880602558,41,156,7,3.76056338028169
244,4,5,1,880602558,880602593,35,7,537,3.5
244,5,4,-1,880602593,880602843,250,537,780,3.08
244,4,4,0,880602843,880602893,50,780,241,3.5625
244,4,5,1,880602893,880603082,189,241,318,4.5046728971962615
244,5,4,-1,880603082,880603219,137,318,114,4.3478260869565215
244,4,4,0,880603219,880603242,23,114,215,3.662921348314607
244,4,4,0,880603242,880603411,169,215,1428,3.2857142857142856
244,4,1,-3,880603411,880603442,31,1428,367,3.4242424242424243
244,1,4,3,880603442,880603512,70,367,77,3.3857142857142857
244,4,4,0,880603512,880603582,70,77,475,3.956043956043956
244,4,4,0,880603582,880603618,36,475,941,3.5
244,4,4,0,880603618,880603645,27,941,69,3.8015873015873014
244,4,5,1,880603645,880603683,38,69,433,3.8035714285714284
244,5,5,0,880603683,880603833,150,433,179,3.8823529411764706
244,5,4,-1,880603833,880603960,127,179,754,3.5789473684210527
244,4,3,-1,880603960,880604004,44,754,739,3.391304347826087
244,3,2,-1,880604004,880604077,73,739,255,3.2027027027027026
244,2,4,2,880604077,880604119,42,255,157,3.5714285714285716
244,4,1,-3,880604119,880604148,29,157,732,3.6266666666666665
244,1,5,4,880604148,880604179,31,732,9,3.8878504672897196
244,5,4,-1,880604179,880604195,16,9,1150,3.0
244,4,4,0,880604195,880604252,57,1150,100,4.0162162162162165
244,4,4,0,880604252,880604276,24,100,508,3.6923076923076925
244,4,4,0,880604276,880604302,26,508,126,3.8620689655172415
244,4,5,1,880604302,880604326,24,126,151,3.6544117647058822
244,5,4,-1,880604326,880604346,20,151,628,3.573529411764706
244,4,4,0,880604346,880604379,33,628,13,3.5454545454545454
244,4,4,0,880604379,880604583,204,13,1017,3.0
244,4,3,-1,880604583,880604616,33,1017,762,3.3962264150943398
244,3,2,-1,880604616,880604642,26,762,685,3.2666666666666666
244,2,2,0,880604642,880604698,56,685,117,3.689189189189189
244,2,4,2,880604698,880604735,37,117,596,3.180327868852459
244,4,4,0,880604735,880604798,63,596,411,2.911764705882353
244,4,1,-3,880604798,880604910,112,411,235,3.106382978723404
244,1,4,3,880604910,880604930,20,235,249,3.3275862068965516
244,4,2,-2,880604930,880604981,51,249,118,3.2764227642276422
244,2,2,0,880604981,880605071,90,118,148,3.2131147540983607
244,2,5,3,880605071,880605131,60,148,866,3.3962264150943398
244,5,4,-1,880605131,880605132,1,866,1132,2.588235294117647
244,4,5,1,880605132,880605158,26,1132,764,3.1176470588235294
244,5,4,-1,880605158,880605185,27,764,815,3.135135135135135
244,4,2,-2,880605185,880605264,79,815,1047,2.6923076923076925
244,2,5,3,880605264,880605416,152,1047,196,3.9404761904761907
244,5,3,-2,880605416,880605438,22,196,58,3.543859649122807
244,3,4,1,880605438,880605458,20,58,173,4.1441441441441444
244,4,4,0,880605458,880605485,27,173,209,3.8275862068965516
244,4,2,-2,880605485,880605514,29,209,97,3.7282608695652173
244,2,5,3,880605514,880605553,39,97,1467,5.0
244,5,5,0,880605553,880605638,85,1467,64,4.373737373737374
244,5,5,0,880605638,880605766,128,64,191,4.168674698795181
244,5,4,-1,880605766,880605838,72,191,197,4.112676056338028
244,4,4,0,880605838,880605869,31,197,216,3.8454545454545452
244,4,3,-1,880605869,880605896,27,216,174,4.253521126760563
244,3,5,2,880605896,880606017,121,174,509,3.7058823529411766
244,5,4,-1,880606017,880606069,52,509,651,3.8627450980392157
244,4,5,1,880606069,880606118,49,651,238,3.888888888888889
244,5,3,-2,880606118,880606180,62,238,746,3.7560975609756095
244,3,4,1,880606180,880606243,63,746,707,3.909090909090909
244,4,1,-3,880606243,880606274,31,707,950,2.625
244,1,5,4,880606274,880606385,111,950,171,4.090909090909091
244,5,4,-1,880606385,880606418,33,171,95,3.8194444444444446
244,4,4,0,880606418,880606476,58,95,52,3.727272727272727
244,4,5,1,880606476,880606533,57,52,652,3.9642857142857144
244,5,4,-1,880606533,880606567,34,652,1048,2.857142857142857
244,4,3,-1,880606567,880606634,67,1048,845,3.661290322580645
244,3,5,2,880606634,880606698,64,845,200,3.8157894736842106
244,5,4,-1,880606698,880606760,62,200,631,3.581818181818182
244,4,4,0,880606760,880606874,114,631,71,3.6575342465753424
244,4,2,-2,880606874,880606923,49,71,51,3.5277777777777777
244,2,1,-1,880606923,880606947,24,51,468,3.380952380952381
244,1,4,3,880606947,880606993,46,468,162,3.4651162790697674
244,4,3,-1,880606993,880607034,41,162,710,3.41025641025641
244,3,4,1,880607034,880607116,82,710,1109,3.4545454545454546
244,4,3,-1,880607116,880607154,38,1109,164,3.6140350877192984
244,3,4,1,880607154,880607231,77,164,708,3.3157894736842106
244,4,2,-2,880607231,880607335,104,708,54,3.3714285714285714
244,2,4,2,880607335,880607365,30,54,72,3.175438596491228
244,4,3,-1,880607365,880607424,59,72,401,2.6774193548387095
244,3,4,1,880607424,880607489,65,401,738,3.0
244,4,4,0,880607489,880607570,81,738,1039,3.9583333333333335
244,4,4,0,880607570,880607683,113,1039,66,3.4705882352941178
244,4,4,0,880607683,880607684,1,66,88,3.433734939759036
244,4,3,-1,880607684,880607878,194,88,833,2.9444444444444446
244,3,4,1,880607878,880607903,25,833,581,3.130434782608696
244,4,3,-1,880607903,880607925,22,581,712,3.0434782608695654
244,3,2,-1,880607925,880608016,91,712,40,2.7037037037037037
244,2,4,2,880608016,880608037,21,40,790,2.8518518518518516
244,4,4,0,880608037,880608087,50,790,1118,3.533333333333333
244,4,4,0,880608087,880608112,25,1118,451,3.207792207792208
244,4,4,0,880608112,880608133,21,451,380,3.4878048780487805
244,4,3,-1,880608133,880608162,29,380,1136,3.3076923076923075
244,3,3,0,880608162,880608315,153,1136,1209,2.3333333333333335
244,3,4,1,880608315,880608670,355,1209,232,3.0789473684210527
244,4,2,-2,880608670,880608699,29,232,1107,2.9
244,2,3,1,880608699,880608733,34,1107,554,2.9555555555555557
244,3,4,1,880608733,880608820,87,554,67,3.106382978723404
244,4,3,-1,880608820,880608904,84,67,158,2.7027027027027026
244,3,3,0,880608904,880608957,53,158,383,2.5
244,3,4,1,880608957,880608992,35,383,1057,2.7142857142857144
244,4,3,-1,880608992,880609089,97,1057,1054,2.5454545454545454
244,3,2,-1,880609089,880609193,104,1054,926,2.7857142857142856
166,3,4,1,886397510,886397562,52,288,258,3.7547169811320753
166,4,1,-3,886397562,886397596,34,258,346,3.5128205128205128
166,1,4,3,886397596,886397665,69,346,751,3.3896103896103895
166,4,5,1,886397665,886397722,57,751,328,3.4895833333333335
166,5,5,0,886397722,886397723,1,328,322,3.0476190476190474
166,5,2,-3,886397723,886397751,28,322,748,3.1043478260869564
166,2,1,-1,886397751,886397777,26,748,687,2.1481481481481484
166,1,5,4,886397777,886397802,25,687,984,2.6666666666666665
166,5,3,-2,886397802,886397827,25,984,243,2.357142857142857
166,3,3,0,886397827,886397855,28,243,688,2.111111111111111
166,3,4,1,886397855,886397882,27,688,343,3.0
166,4,4,0,886397882,886397905,23,343,894,2.0
298,4,4,0,884125022,884125058,36,588,69,3.8015873015873014
298,4,5,1,884125058,884125093,35,69,211,3.958904109589041
298,5,3,-2,884125093,884125553,460,211,742,3.5555555555555554
298,3,5,2,884125553,884125578,25,742,50,4.306532663316583
298,5,4,-1,884125578,884125629,51,50,282,3.610526315789474
298,4,3,-1,884125629,884125672,43,282,275,4.087912087912088
298,3,3,0,884125672,884125912,240,275,125,3.5555555555555554
298,3,5,2,884125912,884126061,149,125,1,3.902439024390244
298,5,4,-1,884126061,884126202,141,1,121,3.521212121212121
298,4,4,0,884126202,884126240,38,121,257,3.7154471544715446
298,4,3,-1,884126240,884126288,48,257,596,3.180327868852459
298,3,3,0,884126288,884127369,1081,596,153,3.7865168539325844
298,3,4,1,884127369,884127690,321,153,199,4.191489361702128
298,4,4,0,884127690,884127720,30,199,265,3.710144927536232
298,4,4,0,884127720,884182148,54428,265,204,3.6744186046511627
298,4,5,1,884182148,884182600,452,204,530,4.125
298,5,4,-1,884182600,884182627,27,530,484,4.116279069767442
298,4,5,1,884182627,884182685,58,484,479,4.25
298,5,5,0,884182685,884182774,89,479,419,3.8208955223880596
298,5,4,-1,884182774,884182806,32,419,317,3.774193548387097
298,4,3,-1,884182806,884182838,32,317,660,3.71875
298,3,3,0,884182838,884182868,30,660,946,3.1153846153846154
298,3,5,2,884182868,884182891,23,946,210,3.921259842519685
298,5,2,-3,884182891,884182932,41,210,91,3.6
298,2,5,3,884182932,884182933,1,91,168,4.0476190476190474
298,5,4,-1,884182933,884182965,32,168,22,4.215909090909091
298,4,5,1,884182965,884182966,1,22,143,3.56
298,5,4,-1,884182966,884182989,23,143,514,4.033333333333333
298,4,5,1,884182989,884183016,27,514,71,3.6575342465753424
298,5,5,0,884183016,884183063,47,71,423,3.7016129032258065
298,5,3,-2,884183063,884183099,36,423,679,3.2432432432432434
298,3,4,1,884183099,884183130,31,679,951,2.6666666666666665
298,4,4,0,884183130,884183237,107,951,503,3.6363636363636362
298,4,4,0,884183237,884183256,19,503,186,3.905263157894737
298,4,4,0,884183256,884183307,51,186,549,3.4871794871794872
298,4,4,0,884183307,884183406,99,549,418,3.825
298,4,4,0,884183406,884183572,166,418,1142,4.0476190476190474
298,4,3,-1,884183572,884183640,68,1142,274,3.5609756097560976
298,3,2,-1,884183640,884183833,193,274,276,3.6036036036036037
298,2,4,2,884183833,884183897,64,276,820,3.0444444444444443
298,4,3,-1,884183897,884183912,15,820,864,3.2142857142857144
298,3,3,0,884183912,884183930,18,864,866,3.3962264150943398
298,3,3,0,884183930,884183952,22,866,473,2.9166666666666665
298,3,3,0,884183952,884184024,72,473,294,3.1052631578947367
115,5,4,-1,881169883,881169984,101,628,696,3.138888888888889
115,4,3,-1,881169984,881170332,348,696,93,3.5641025641025643
115,3,5,2,881170332,881170438,106,93,508,3.6923076923076925
115,5,4,-1,881170438,881170508,70,508,762,3.3962264150943398
115,4,1,-3,881170508,881170663,155,762,596,3.180327868852459
115,1,2,1,881170663,881170725,62,596,763,3.347826086956522
115,2,2,0,881170725,881170791,66,763,471,3.5714285714285716
115,2,4,2,881170791,881170844,53,471,847,3.7333333333333334
115,4,2,-2,881170844,881170902,58,847,284,3.1547619047619047
115,2,5,3,881170902,881170998,96,284,952,3.3529411764705883
115,5,4,-1,881170998,881171009,11,952,117,3.689189189189189
115,4,2,-2,881171009,881171075,66,117,237,3.7315436241610738
115,2,5,3,881171075,881171137,62,237,174,4.253521126760563
115,5,1,-4,881171137,881171203,66,174,496,4.094594594594595
115,1,5,4,881171203,881171409,206,496,654,4.119047619047619
115,5,3,-2,881171409,881171488,79,654,657,4.341463414634147
115,3,5,2,881171488,881171558,70,657,466,3.5
115,5,4,-1,881171558,881171622,64,466,443,3.8421052631578947
115,4,3,-1,881171622,881171623,1,443,218,3.5555555555555554
115,3,2,-1,881171623,881171694,71,218,470,3.72
115,2,5,3,881171694,881171760,66,470,127,4.162790697674419
115,5,1,-4,881171760,881171825,65,127,69,3.8015873015873014
115,1,5,4,881171825,881171983,158,69,13,3.5454545454545454
115,5,4,-1,881171983,881172049,66,13,92,3.7142857142857144
115,4,3,-1,881172049,881172183,134,92,83,4.204081632653061
115,3,5,2,881172183,881172246,63,83,178,4.378378378378378
115,5,2,-3,881172246,881172303,57,178,543,4.166666666666667
253,4,5,1,891627724,891627775,51,300,689,3.1538461538461537
253,5,4,-1,891627775,891627790,15,689,328,3.4895833333333335
253,4,4,0,891627790,891627815,25,328,343,3.0
253,4,4,0,891627815,891627829,14,343,294,3.1052631578947367
253,4,3,-1,891627829,891627878,49,294,1025,2.95
253,3,4,1,891627878,891627893,15,1025,895,3.142857142857143
253,4,4,0,891627893,891628002,109,895,237,3.7315436241610738
253,4,4,0,891628002,891628019,17,237,15,3.725663716814159
253,4,3,-1,891628019,891628033,14,15,125,3.5555555555555554
253,3,5,2,891628033,891628060,27,125,127,4.162790697674419
253,5,3,-2,891628060,891628074,14,127,298,3.779220779220779
253,3,3,0,891628074,891628094,20,298,1016,3.559322033898305
253,3,5,2,891628094,891628122,28,1016,483,4.475609756097561
253,5,4,-1,891628122,891628159,37,483,83,4.204081632653061
253,4,5,1,891628159,891628181,22,83,966,4.7
253,5,4,-1,891628181,891628199,18,966,1039,3.9583333333333335
253,4,3,-1,891628199,891628229,30,1039,56,4.051724137931035
253,3,4,1,891628229,891628252,23,56,234,3.7674418604651163
253,4,3,-1,891628252,891628278,26,234,153,3.7865168539325844
253,3,3,0,891628278,891628295,17,153,82,3.6741573033707864
253,3,4,1,891628295,891628323,28,82,487,4.043478260869565
253,4,5,1,891628323,891628341,18,487,183,3.951219512195122
253,5,5,0,891628341,891628358,17,183,659,4.027777777777778
253,5,3,-2,891628358,891628374,16,659,182,3.842857142857143
253,3,5,2,891628374,891628435,61,182,485,3.717948717948718
253,5,5,0,891628435,891628451,16,485,482,3.9444444444444446
253,5,5,0,891628451,891628467,16,482,465,3.75
253,5,5,0,891628467,891628483,16,465,173,4.1441441441441444
253,5,4,-1,891628483,891628501,18,173,97,3.7282608695652173
253,4,5,1,891628501,891628518,17,97,79,3.956989247311828
253,5,5,0,891628518,891628535,17,79,117,3.689189189189189
253,5,4,-1,891628535,891628578,43,117,566,3.543859649122807
253,4,3,-1,891628578,891628614,36,566,156,4.017857142857143
253,3,3,0,891628614,891628651,37,156,1404,3.875
253,3,4,1,891628651,891628670,19,1404,4,3.5538461538461537
253,4,1,-3,891628670,891628884,214,4,192,4.090909090909091
305,3,4,1,886307860,886307948,88,268,269,4.085106382978723
305,4,5,1,886307948,886307971,23,269,311,3.761904761904762
305,5,4,-1,886307971,886308064,93,311,258,3.7547169811320753
305,4,2,-2,886308064,886308111,47,258,749,3.2777777777777777
305,2,3,1,886308111,886308147,36,749,748,3.1043478260869564
305,3,5,2,886308147,886308168,21,748,315,4.15
305,5,3,-2,886308168,886308252,84,315,338,2.75
305,3,4,1,886308252,886321799,13547,338,181,3.98974358974359
305,4,4,0,886321799,886322150,351,181,298,3.779220779220779
305,4,3,-1,886322150,886322174,24,298,249,3.3275862068965516
305,3,2,-1,886322174,886322212,38,249,1513,2.0
305,2,3,1,886322212,886322560,348,1513,318,4.5046728971962615
305,3,4,1,886322560,886322635,75,318,963,3.9285714285714284
305,4,4,0,886322635,886322670,35,963,154,3.6031746031746033
305,4,4,0,886322670,886322691,21,154,170,4.242424242424242
305,4,3,-1,886322691,886322720,29,170,806,3.6666666666666665
305,3,4,1,886322720,886322758,38,806,223,4.108695652173913
305,4,4,0,886322758,886322838,80,223,947,2.6666666666666665
305,4,4,0,886322838,886322893,55,947,14,4.101694915254237
305,4,5,1,886322893,886322930,37,14,12,4.358974358974359
305,5,4,-1,886322930,886322966,36,12,178,4.378378378378378
305,4,3,-1,886322966,886323006,40,178,195,3.9072164948453607
305,3,5,2,886323006,886323090,84,195,427,4.2025316455696204
305,5,4,-1,886323090,886323115,25,427,713,3.5
305,4,3,-1,886323115,886323153,38,713,153,3.7865168539325844
305,3,5,2,886323153,886323237,84,153,171,4.090909090909091
305,5,2,-3,886323237,886323303,66,171,91,3.6
305,2,3,1,886323303,886323335,32,91,845,3.661290322580645
305,3,4,1,886323335,886323378,43,845,61,4.190476190476191
305,4,4,0,886323378,886323406,28,61,792,3.793103448275862
305,4,3,-1,886323406,886323440,34,792,961,3.4545454545454546
305,3,2,-1,886323440,886323464,24,961,215,3.662921348314607
305,2,2,0,886323464,886323506,42,215,52,3.727272727272727
305,2,5,3,886323506,886323525,19,52,462,3.7954545454545454
305,5,5,0,886323525,886323591,66,462,48,4.055555555555555
305,5,3,-2,886323591,886323648,57,48,100,4.0162162162162165
305,3,3,0,886323648,886323684,36,100,71,3.6575342465753424
305,3,4,1,886323684,886323713,29,71,317,3.774193548387097
305,4,4,0,886323713,886323757,44,317,86,3.869565217391304
305,4,4,0,886323757,886323779,22,86,1104,2.5
305,4,4,0,886323779,886323839,60,1104,176,3.967032967032967
305,4,3,-1,886323839,886323902,63,176,428,3.744186046511628
305,3,4,1,886323902,886323937,35,428,655,3.7857142857142856
305,4,2,-2,886323937,886323966,29,655,88,3.433734939759036
305,2,3,1,886323966,886323998,32,88,201,3.75
305,3,3,0,886323998,886324058,60,201,602,3.533333333333333
305,3,4,1,886324058,886324128,70,602,735,3.58
305,4,4,0,886324128,886324199,71,735,475,3.956043956043956
305,4,5,1,886324199,886324221,22,475,709,4.171428571428572
305,5,3,-2,886324221,886324276,55,709,79,3.956989247311828
305,3,3,0,886324276,886324299,23,79,69,3.8015873015873014
305,3,3,0,886324299,886324330,31,69,686,3.9
305,3,1,-2,886324330,886324362,32,686,960,3.0
305,1,4,3,886324362,886324387,25,960,863,3.727272727272727
305,4,2,-2,886324387,886324462,75,863,664,3.15
305,2,3,1,886324462,886324486,24,664,566,3.543859649122807
305,3,3,0,886324486,886324521,35,566,770,3.25
305,3,2,-1,886324521,886324551,30,770,597,3.2771084337349397
305,2,2,0,886324551,886324580,29,597,2,3.0851063829787235
305,2,4,2,886324580,886324608,28,2,971,4.0
305,4,3,-1,886324608,886324661,53,971,200,3.8157894736842106
305,3,5,2,886324661,886324687,26,200,1286,3.5714285714285716
305,5,5,0,886324687,886324712,25,1286,793,3.0
305,5,3,-2,886324712,886324817,105,793,451,3.207792207792208
305,3,3,0,886324817,886324865,48,451,1411,2.4615384615384617
305,3,3,0,886324865,886324898,33,1411,121,3.521212121212121
305,3,4,1,886324898,886324962,64,121,1456,3.5
305,4,3,-1,886324962,886324963,1,1456,708,3.3157894736842106
305,3,3,0,886324963,886325023,60,708,550,3.272727272727273
6,4,4,0,883268222,883268246,24,302,306,4.033333333333333
6,4,2,-2,883268246,883268278,32,306,340,3.7419354838709675
6,2,3,1,883268278,883268321,43,340,303,3.75
6,3,4,1,883268321,883268322,1,303,304,3.5306122448979593
6,4,3,-1,883268322,883268353,31,304,321,3.0172413793103448
6,3,3,0,883268353,883268406,53,321,268,3.9838709677419355
6,3,2,-1,883268406,883268430,24,268,309,2.3333333333333335
6,2,2,0,883268430,883268483,53,309,538,3.25
6,2,4,2,883268483,883599075,330592,538,408,4.4772727272727275
6,4,2,-2,883599075,883599102,27,408,7,3.76056338028169
6,2,2,0,883599102,883599134,32,7,276,3.6036036036036037
6,2,5,3,883599134,883599176,42,276,100,4.0162162162162165
6,5,4,-1,883599176,883599205,29,100,9,3.8878504672897196
6,4,2,-2,883599205,883599228,23,9,459,3.875
6,2,5,3,883599228,883599249,21,459,14,4.101694915254237
6,5,4,-1,883599249,883599273,24,14,515,4.202898550724638
6,4,3,-1,883599273,883599302,29,515,15,3.725663716814159
6,3,5,2,883599302,883599327,25,15,137,3.9545454545454546
6,5,4,-1,883599327,883599354,27,137,534,4.0
6,4,2,-2,883599354,883599400,46,534,13,3.5454545454545454
6,2,4,2,883599400,883599431,31,13,221,3.6923076923076925
6,4,4,0,883599431,883599478,47,221,1,3.902439024390244
6,4,3,-1,883599478,883599509,31,1,246,4.0
6,3,3,0,883599509,883599530,21,246,508,3.6923076923076925
6,3,3,0,883599530,883599558,28,508,298,3.779220779220779
6,3,2,-1,883599558,883599590,32,298,284,3.1547619047619047
6,2,4,2,883599590,883599707,117,284,410,3.0434782608695654
6,4,4,0,883599707,883599830,123,410,533,3.6
6,4,2,-2,883599830,883599914,84,533,237,3.7315436241610738
6,2,1,-1,883599914,883600003,89,237,472,2.984375
6,1,2,1,883600003,883600004,1,472,460,3.0
6,2,2,0,883600004,883600030,26,460,535,3.380952380952381
6,2,1,-1,883600030,883600066,36,535,405,3.25
6,1,2,1,883600066,883600111,45,405,473,2.9166666666666665
6,2,3,1,883600111,883600152,41,473,21,2.9210526315789473
6,3,1,-2,883600152,883600175,23,21,476,3.1216216216216215
6,1,3,2,883600175,883600445,270,476,308,3.6153846153846154
6,3,4,1,883600445,883600597,152,308,64,4.373737373737374
6,4,3,-1,883600597,883600632,35,64,524,4.166666666666667
6,3,4,1,883600632,883600657,25,524,8,3.903225806451613
6,4,4,0,883600657,883600707,50,8,427,4.2025316455696204
6,4,4,0,883600707,883600747,40,427,531,3.7435897435897436
6,4,5,1,883600747,883600785,38,531,487,4.043478260869565
6,5,4,-1,883600785,883600818,33,487,177,3.875
6,4,4,0,883600818,883600877,59,177,527,3.823529411764706
6,4,3,-1,883600877,883600878,1,527,205,3.717391304347826
6,3,4,1,883600878,883600943,65,205,169,4.548387096774194
6,4,4,0,883600943,883600985,42,169,174,4.253521126760563
6,4,5,1,883600985,883601011,26,174,489,4.076923076923077
6,5,4,-1,883601011,883601053,42,489,12,4.358974358974359
6,4,4,0,883601053,883601088,35,12,191,4.168674698795181
6,4,5,1,883601088,883601089,1,191,492,4.117647058823529
6,5,4,-1,883601089,883601155,66,492,496,4.094594594594595
6,4,4,0,883601155,883601203,48,496,530,4.125
6,4,4,0,883601203,883601277,74,530,537,3.5
6,4,4,0,883601277,883601311,34,537,32,3.7222222222222223
